strain	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	Nextstrain_clade	pango_lineage	GISAID_clade	originating_lab	submitting_lab	authors	url	title	paper_url	date_submitted	purpose_of_sequencing	sampling_strategy	missing_data	divergence	nonACGTN	rare_mutations	snp_clusters	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_snp_clusters	clock_deviation	batch1	batch2	batch3	batch4	batch5	batch6	batch7	batch8	batch9	batch10	root_ref
Mozambique/KRISP-MZ158905/2020	betacoronavirus	EPI_ISL_636980	?	2020-07-14	Africa	Mozambique	Gaza	Xai Xai	Africa	Mozambique	Gaza	genome	29819	Human	27	Male	?	B.1.1.34	GR	CS Xai Xai	KRISP, KZN Research Innovation and Sequencing Platform	Ismael N, Giandhari J, Pillay S, Tegally H, Wilkinson E, de Oliveira T, Nadia Sitoe, Paulo Arnaldo, Nedio Mabunda	https://www.gisaid.org/	?	?	2020-11-15	?												yes	no	no	no	no	no	no	no	no	no	no
Rwanda/NRLNAT2056/2020	betacoronavirus	EPI_ISL_960300	?	2020-07-30	Africa	Rwanda	Kigali		Africa	Rwanda	Kigali	genome	29714	Human	31	Male	?	B.1.380	G	Nucleic Acid Testing, National Reference Laboratory	GIGA Medical Genomics	Yvan Butera, Keith Durkin, Maria Artesi, Bouchra Boujemla, Robert Rutayisire, Patrick Tuyisenge, Esperence Umumararungu, Sébastien Bontems, Marie-Pierre Hayette, Nathalie Renotte, Corinne Fasquelle, Swaibu Gatare, Jacob Souopgui, Sabin Nsanzimana, Vincent Bours, Léon Mutesa	https://www.gisaid.org/	?	?	2021-02-09	?												yes	no	no	no	no	no	no	no	no	no	no
Kyrgyzstan/NRL-842/2020	betacoronavirus	EPI_ISL_13285390	?	2020-05-04	Asia	Kyrgyzstan	Bishkek		Asia	Kyrgyzstan	Bishkek	genome	29712	Human	22	Male	?	B.1.1.339	GR	Republican Reference Laboratory, National TB center, Kyrgyzstan	Republican Reference Laboratory, National TB center, Kyrgyzstan	Gulmira Kalmambetova, Altyn Iskakova	https://www.gisaid.org/	?	?	2022-06-14	?												no	no	no	no	no	no	no	no	yes	no	no
bat/Laos/BANAL-103/2020	betacoronavirus	EPI_ISL_4302645	?	2020-07-07	Asia	Laos			Asia	Laos		genome	29632	Rhinolophus pusillus	unknown	unknown	?	A	S	The Institut Pasteur du Laos	Pathogen Discovery Laboratory, Institut Pasteur	Temmam,S., Vongphayloth,K., Baquero Salazar,E., Munier,S.,Bonomi,M., Regnault,B., Douangboubpha,B., Karami,Y., Chretien,D.,Sanamxay,D., Xayaphet,V., Paphaphanh,P., Lacoste,V., Somlor,S.,Lakeomany,K., Phommavanh,N., Perot,P., Donati,F., Bigot,T.,Nilges,M., Rey,F., van der Werf,S., Brey,P.T. and Eloit,M.	https://www.gisaid.org/	?	?	2021-08-27	?												no	no	no	no	no	no	yes	no	no	no	no
Cameroon/CV411/2020	betacoronavirus	EPI_ISL_845549	?	2020-06-16	Africa	Cameroon	Centre	Yaounde	Africa	Cameroon	Centre	genome	29875	Human	34	Male	?	B.1.1.1	GR	National Public Health Laboratory, Cameroon	African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), Redeemer's University	Oluniyi P.E. et al	https://www.gisaid.org/	?	?	2021-01-18	?												no	yes	no	no	no	no	no	no	no	no	no
Japan/PG-4405/2020	betacoronavirus	EPI_ISL_692631	?	2020-07-13	Asia	Japan	Saitama		Asia	Japan	Saitama	genome	29781	Human	unknown	unknown	?	B.1.1.284	GR	Pathogen Genomics Center, National Institute of Infectious Diseases	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Makoto Kuroda	https://www.gisaid.org/	?	?	2020-12-10	?												no	no	no	no	no	no	yes	no	no	no	no
SaudiArabia/KAUST-MADINAH892/2020	betacoronavirus	EPI_ISL_513198	?	2020-05-12	Asia	Saudi Arabia	Madinah		Asia	Saudi Arabia	Madinah	genome	29903	Human	47	Male	?	B.1.1.161	O	Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST)	Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST)	Rahul P Salunke, Sharif Hala, Raeece Naeem, Sara Mfarrej, Amit Kumar Subudhi, Amanda Ooi, Luke Esau, Fadwa Alofi, Fathia Ben Rached, Afrah Alsomali, Asim Khogeer, Ahmad Bakur Mahmoud, Anwar Hashem, Naif Almontashiri, Arnab Pain	https://www.gisaid.org/	?	?	2020-08-12	?												no	no	no	no	no	no	no	no	yes	no	no
Gambia/S-200/2020	betacoronavirus	EPI_ISL_810996	?	2020-07-20	Africa	Gambia	Kombo		Africa	Gambia	Kombo	genome	29611	Human	29	Female	?	Unassigned	GR	MRCG at LSHTM Genomics lab	MRCG at LSHTM Genomics lab	Abdul Karim sesay, Abdoulie Kanteh, Jarra Manneh, Mariama Kujabi, Bakary Sanyang	https://www.gisaid.org/	?	?	2021-01-13	?												yes	no	no	no	no	no	no	no	no	no	no
BurkinaFaso/2-009/2020	betacoronavirus	EPI_ISL_660450	?	2020-05-08	Africa	Burkina Faso	Bobo Dioulasso		Africa	Burkina Faso	Bobo Dioulasso	genome	29782	Human	50	Male	?	A	S	Laboratoire de Microbiologie CHU Souro Sanou	Centre Muraz	Abdoul-Salam Ouedraogo, Yacouba Sawadogo, Essia Belarbi, Grit Schubert, Fabian Leendertz, Arsène Zongo, Soumeya Ouangraoua, Zekiba Tarnagda, Lassana Sangaré, Halidou Tinto	https://www.gisaid.org/	?	?	2020-11-26	?												no	yes	no	no	no	no	no	no	no	no	no
SierraLeone/KGH-G-8607/2020	betacoronavirus	EPI_ISL_512815	?	2020-04-03	Africa	Sierra Leone			Africa	Sierra Leone		genome	29884	Human	unknown	unknown	?	B.1.1	GR	Kenema Government Hospital, Ministry of Health and Sanitation	Kenema Government Hospital, Ministry of Health and Sanitation	Goba, A., Momoh, M., Sandi, J., Tomkins-Tinch, C., Siddle, K., Mehta, S., Oluniyi, P., Jalloh, S., Park, D., Andersen, K., Garry, R., Happi, C., Grant, D., Olawoye, I.	https://www.gisaid.org/	?	?	2020-08-11	?												no	yes	no	no	no	no	no	no	no	no	no
Israel/CVL1130/2020	betacoronavirus	EPI_ISL_516902	?	2020-06-29	Asia	Israel	Haifa District		Asia	Israel	Haifa District	genome	29875	Human	73	Male	?	B.1.505	GH	Israel Central Virology laboratory	Israel Central Virology laboratory	Neta Zuckerman, Efrat Dahan Bucris, Oran Erster, Ella Mendelson, Michal Mandelboim	https://www.gisaid.org/	?	?	2020-08-24	?												no	no	no	no	no	no	no	yes	no	no	no
SaudiArabia/KAUST-MADINAH938/2020	betacoronavirus	EPI_ISL_513202	?	2020-05-26	Asia	Saudi Arabia	Madinah		Asia	Saudi Arabia	Madinah	genome	29903	Human	54	Male	?	B.1.36.10	GH	Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST)	Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST)	Rahul P Salunke, Sharif Hala, Raeece Naeem, Sara Mfarrej, Amit Kumar Subudhi, Amanda Ooi, Luke Esau, Fadwa Alofi, Fathia Ben Rached, Afrah Alsomali, Asim Khogeer, Ahmad Bakur Mahmoud, Anwar Hashem, Naif Almontashiri, Arnab Pain	https://www.gisaid.org/	?	?	2020-08-12	?												no	no	no	no	no	no	no	no	yes	no	no
Madagascar/IPM-04029/2020	betacoronavirus	EPI_ISL_3716384	?	2020-04-14	Africa	Madagascar	Antananarivo	Analamanga	Africa	Madagascar	Antananarivo	genome	29765	Human	40	Male	?	B.1.160	GH	Virology Unit, Institut Pasteur de Madagascar	Institut Pateur de Dakar	Norosoa Razanajatovo, Cara E. Brook, Diagne Moussa Moïse, Diallo Amadou, Dia Ndongo, Christian Ranaivoson, Soa Fy Andriamandimby, Vololoniaina Raharinosy, Sankhe Safietou, Ndiaye Ndack, Tsiry Randriambolamanantsoa, Helisoa Razafimanjato, Jean-Michel Heraud, Loucoubar Cheikh, Faye Ousmane, Sall Amadou Alpha, Philippe Dussart	https://www.gisaid.org/	?	?	2021-08-26	?												no	yes	no	no	no	no	no	no	no	no	no
Libya/MZ054862/2020	betacoronavirus	EPI_ISL_8295641	?	2020-05-30	Africa	Libya	Tripoli		Africa	Libya	Tripoli	genome	29792	Human	unknown	unknown	?	B.1.525	G	Libyan Biotechnology Research Center	Libyan Biotechnology Research Center	Ahmad M. Ramadan, Inas M Alhudiri, Khaled M Ibrahim, Adel Abdalla Aboud, Salah Edin El Meshri, Fawzi O. Ebrahim, Mouna Eljilani, Mohamed Ali Salem, Hajer Mohamed Elgheriani, Elmundr Abughnia, Abdussamee A Efrefer, Ahmed Elkikkli, Mohamed Musbah Abdusalam, Tarek Milad Dalyoum, Mohamed O Elbasir, Mohamed Salem Abusanina, Salem Hammud, Salah Ahmed Altabal, Mwada Jallul, Saadeddin Mohammed Belaid, Mohammed Ben Elfghi, Mahmoud Almsri Ruaua, Samira Mohamed Al Dwigen, Banor Hussen Salam, Wafeya S Atwear, Hamza Hussein Kaal, Khadija Ibrahim, Halema Abudalla, Mohamed Burid, Abdannabi Milad, Ahmed Abdulmagid Zaghdani, Farag I Eltaib, Ammar Aslougi Adel Elmaghrabi, Adam Elzagheid	https://www.gisaid.org/	?	?	2022-01-03	?												no	yes	no	no	no	no	no	no	no	no	no
Pakistan/JRCGR-KHI04/2020	betacoronavirus	EPI_ISL_779264	?	2020-06-03	Asia	Pakistan	Karachi		Asia	Pakistan	Karachi	genome	29903	Human	unknown	unknown	?	A	S	Jamil-ur-Rahman Center for Genome Research,  Dr. Panjwani Center for Molecular Medicine and Drug Research	Jamil-ur-Rahman Center for Genome Research,  Dr. Panjwani Center for Molecular Medicine and Drug Research	Shakeel, M., Irfan, M., Nisa, Z., Rashid, M., Ansari, S., Khan, I.	https://www.gisaid.org/	?	?	2021-01-05	?												no	no	no	no	no	no	no	yes	no	no	no
Singapore/42/2020	betacoronavirus	EPI_ISL_422435	?	2020-03-31	Asia	Singapore			Asia	Singapore		genome	29885	Human	85	Female	?	B.6.6	O	National Public Health Laboratory, National Centre for Infectious Diseases	National Public Health Laboratory, National Centre for Infectious Diseases	Mak TM, Octavia S, Cui L, Lin RTP	https://www.gisaid.org/	?	?	2020-04-10	?												no	no	no	no	yes	no	no	no	no	no	no
Zambia/ZMB-34701/2020	betacoronavirus	EPI_ISL_977330	?	2020-07-10	Africa	Zambia	Lusaka		Africa	Zambia	Lusaka	genome	29735	Human	38	Male	?	C.1	GR	University of Zambia, School of Veterinary Medicine	UNZAVET and PATH	Mulenga Mwenda-Chimfwembe, Ngonda Saasa, Daniel Bridges	https://www.gisaid.org/	?	?	2021-02-11	?												yes	no	no	no	no	no	no	no	no	no	no
DRC/1176/2020	betacoronavirus	EPI_ISL_3133656	?	2020-04-05	Africa	Democratic Republic of the Congo	Kinshasa		Africa	Democratic Republic of the Congo	Kinshasa	genome	29864	Human	59	Female	?	B.1.105	G	Viral Respiratory Lab, National Institute for Biomedical Research (INRB)	Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)	Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Francisca Muyembe Mawete, Emmanuel Lokilo Lofiko, Jean Claude Makangara, Raphaël Lumembe, Gabriel Kabamba, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Andrew Rambaut, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum	https://www.gisaid.org/	?	?	2021-07-29	?												no	yes	no	no	no	no	no	no	no	no	no
Indonesia/JK-EIJK47/2020	betacoronavirus	EPI_ISL_574616	?	2020-06-08	Asia	Indonesia	Jakarta		Asia	Indonesia	Jakarta	genome	29782	Human	66	Female	?	B.56	L	RS Kramat 128	Eijkman Institute for Molecular Biology, Ministry of Research and Technology/National Agency for Research and Innovation	Frilasita A Yudhaputri, Edison Johar, Hidayat Trimarsanto, Iskandar A Adnan, Willy Agustine, David H Muljono, Safarina G Malik, Herawati Sudoyo, Khin Saw Myint, Amin Soebandrio	https://www.gisaid.org/	?	?	2020-10-06	?												no	no	no	no	no	no	no	yes	no	no	no
Ghana/UHAS-G541/2020	betacoronavirus	EPI_ISL_648125	?	2020-06-12	Africa	Ghana	Volta		Africa	Ghana	Volta	genome	29494	Human	30	Male	?	A	S	UHAS COVID-19 Lab	UHAS COVID-19 Lab	Kwabena O. Duedu, Jones Gyamfi, Reuben Ayivor-Djanie, John O. Gyapong and the UHAS COVID-19 Lab Team	https://www.gisaid.org/	?	?	2020-11-20	?												no	yes	no	no	no	no	no	no	no	no	no
Indonesia/JK-EIJK29/2020	betacoronavirus	EPI_ISL_766041	?	2020-04-17	Asia	Indonesia	Jakarta		Asia	Indonesia	Jakarta	genome	29782	Human	55	Male	?	B	L	RS Polri	Eijkman Institute for Molecular Biology, Ministry of Research and Technology/National Agency for Research and Innovation	Frilasita A Yudhaputri, Edison Johar, Hidayat Trimarsanto, David H Muljono, Safarina G Malik, Khin Saw Myint, Amin Soebandrio	https://www.gisaid.org/	?	?	2021-01-05	?												no	no	no	no	no	yes	no	no	no	no	no
HongKong/VM20001403/2020	betacoronavirus	EPI_ISL_409000	?	2020-01-26	Asia	Hong Kong			Asia	Hong Kong		genome	3822	Human	64	Male	?	Unassigned	O	Tuen Mun Hospital	Hong Kong Department of Health	Mak Gannon C.K., Cheng Peter K.C., Lam Edman T.K., Chan Rickjason C.W., Tsang Dominic N.C.	https://www.gisaid.org/	?	?	2020-02-11	?												no	no	yes	yes	no	no	no	no	no	no	no
Wuhan/DT-WH02/2020	betacoronavirus	EPI_ISL_453779	?	2020-02-04	Asia	China	Hubei	Wuhan	Asia	China	Hubei	genome	29903	Human	29	Female	?	B.4	L	Laboratory of Infectious Diseases Center of Beijing Ditan Hospital	Laboratory of Infectious Diseases Center of Beijing Ditan Hospital	Siyuan Yang, Chengjie Jie, Fengting Yu, Yunxia Tang, Liting Yan, Linghang Wang	https://www.gisaid.org/	?	?	2020-05-27	?												no	no	yes	yes	no	no	no	no	no	no	no
Senegal/6830/2020	betacoronavirus	EPI_ISL_8525521	?	2020-04-21	Africa	Senegal	Louga		Africa	Senegal	Louga	genome	29840	Human	74	Male	?	B.1.177	G	Institut Pasteur de Dakar	Institut Pasteur de Dakar	Diallo Amadou, Diagne Moussa Moise,  Dia Ndongo, Sankhe Safietou, Ndiaye Ndack, Loucoubar Cheikh, Faye Ousmane, Sall Amadou Alpha	https://www.gisaid.org/	?	?	2022-01-10	?												no	yes	no	no	no	no	no	no	no	no	no
Madagascar/IPM-11417/2020	betacoronavirus	EPI_ISL_3716428	?	2020-05-30	Africa	Madagascar	Antananarivo	Analamanga	Africa	Madagascar	Antananarivo	genome	29855	Human	82	Male	?	B.1.1.241	GR	Virology Unit, Institut Pasteur de Madagascar	Institut Pateur de Dakar	Norosoa Razanajatovo, Cara E. Brook, Diagne Moussa Moïse, Diallo Amadou, Dia Ndongo, Christian Ranaivoson, Soa Fy Andriamandimby, Vololoniaina Raharinosy, Sankhe Safietou, Ndiaye Ndack, Tsiry Randriambolamanantsoa, Helisoa Razafimanjato, Jean-Michel Heraud, Loucoubar Cheikh, Faye Ousmane, Sall Amadou Alpha, Philippe Dussart	https://www.gisaid.org/	?	?	2021-08-26	?												no	yes	no	no	no	no	no	no	no	no	no
Zambia/ZMB-42393/2020	betacoronavirus	EPI_ISL_2803559	?	2020-05-08	Africa	Zambia	Lusaka	Lusaka	Africa	Zambia	Lusaka	genome	29729	Human	33	Female	?	AE.1	GR	University of Zambia, School of Veterinary Medicine	UNZAVET and PATH	Mulenga Mwenda-Chimfwembe, Ngonda Saasa, Daniel Bridges, ZNPHI and ZGSC	https://www.gisaid.org/	?	?	2021-07-04	?												no	yes	no	no	no	no	no	no	no	no	no
Nigeria/FC-CV238/2020	betacoronavirus	EPI_ISL_729924	?	2020-06-02	Africa	Nigeria	Abuja		Africa	Nigeria	Abuja	genome	29897	Human	35	Male	?	B.1.467	GH	Nigeria Centre for Disease Control (NCDC)	African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), Redeemer's University, Ede, Osun State, Nigeria	Oluniyi P.E. et al	https://www.gisaid.org/	?	?	2020-12-23	?												no	yes	no	no	no	no	no	no	no	no	no
India/un-IRSHA-208137/2020	betacoronavirus	EPI_ISL_2714629	?	2020-05-05	Asia	India			Asia	India		genome	546	Human	unknown	unknown	?	Unassigned	O	Communicable Diseases,  Interactive Research School for Health Affairs (IRSHA)	Communicable Diseases,  Interactive Research School for Health Affairs (IRSHA)	Shrivastava,S., Modak,M., Virkar,R., Pisal,S.R., Mishra,A.C., Arankalle,V.A.	https://www.gisaid.org/	?	?	2021-04-20	?												no	no	no	no	no	no	no	no	yes	no	no
Iran/Gilan-NIC189/2020	betacoronavirus	EPI_ISL_959282	?	2020-07-02	Asia	Iran	Gilan		Asia	Iran	Gilan	genome	29903	Human	unknown	Female	?	B.1.9.5	GH	National Influenza Center, Virology Department	National Influenza Center	J Yavarian, NZ Shafiei Jandaghi, V Salimi, A Nejati, K Sadeghi, F Ajaminejad, N Ghavvami and T Mokhtari Azad	https://www.gisaid.org/	?	?	2021-02-09	?												no	no	no	no	no	no	yes	no	no	no	no
Coted-Ivoire/BKE0557-bc9/2020	betacoronavirus	EPI_ISL_1662582	?	2020-07-14	Africa	Cote d'Ivoire	Bouake		Africa	Cote d'Ivoire	Bouake	genome	29611	Human	45	Male	?	B.1.1.1	GR	Molecular diagnostic unit for viral haemorrhagic fevers and emerging viruses, Bouaké CHU Laboratory	Project group Epidemology of Highly Pathogenic Microorganisms, Robert Koch-Institute	Chantal Akoua-Koffi, Diané Bamourou, Etilé Anoh, Grit Schubert, Essia Belarbi,  Safiatou Karidioula, Adjaratou Traoré, Soundélé Maïté, Monemo Pacome, Coulibaly Mbegnan, Bamba Fatoumata Touré, Kra Ouffoué, Fabian Leendertz	https://www.gisaid.org/	?	?	2021-04-21	?												yes	no	no	no	no	no	no	no	no	no	no
India/TG-CCMB-L1478/2020	betacoronavirus	EPI_ISL_471606	?	2020-05-25	Asia	India	Telangana	Hyderabad	Asia	India	Telangana	genome	29833	Human	21	Male	?	B.1.458	GH	CSIR-Centre for Cellular and Molecular Biology	CSIR-Centre for Cellular and Molecular Biology	Shagufta Khan, Lamuk Zaveri, Namami Gaur, Sakshi Shambhavi, Tulasi Nagabandi, Purushotham Vodnala, Payel Mukherjee, Sofia Banu, Priya Singh, Dhiviya Vedagiri, Divya Gupta, Vishal Sah, Santosh Kumar Kuncha, Krishnan Harinivas Harshan, Archana Bharadwaj Siva, Karthik Bharadwaj Tallapaka, Umesh Kumar, Unis Ahmad Bhat, Ajay Sarawagi, Priyanka Pant, Rajkanwar Nathawat, Rakesh K Mishra, Divya Tej Sowpati	https://www.gisaid.org/	?	?	2020-06-22	?												no	no	no	no	no	no	no	no	yes	no	no
Algeria/23675/2020	betacoronavirus	EPI_ISL_12156727	?	2020-05-28	Africa	Algeria	Tiaret		Africa	Algeria	Tiaret	genome	29095	Human	35	Female	?	AY.122	GK	NIC,  Viral Respiratory Unit	NIC,  Viral Respiratory Unit	Sarah Belkalem, Mohamed Amine Beloufa, Baya Hedjal, Kahina Izri, Alia Gradi, Zahida Mehdi, Aicha Bensalem, Fawzi Derrar, Ajogbasile Fehintola Victoria, Kayode Tolulope Adeyemi, Oguzie Judith Uche, Olawoye Idowu Bolade, Olumade Testimony Jesupamilerin, Oluniyi Paul Eniola, Uwanibe Jessica Nnenna, Abechi Priscilla, Adedotun-Sulaiman Kemi, Adeleke Ayomide, Akano Kazeem, Akinlo Oluwasemilogo Oluwasekunolami, Akin-John Julie Oreoluwa, Ayoade Femi, Ayo-Ale Olubukola, Adegboyega Benjamin, Chukwu Grace Chizaramu, Eromon Philomena, Ezekiel Grace Opemipo, Brimmo Farida, Fayemi Olanrewaju Odunyemi, Nwodo Deborah Chisom, Ogunsanya Olusola Akinola, Okolie Johnson, Omoniyi Abolade Esther, Omwanghe Iyobosa Beatrice, Ope-ewe Oludayo Oluwaseyi, Otitoola Shobi, Oyejide Nicholas, Philip Courage, Ipaye Testimony Oluwatise, John Oluwagboadurami, Muhammad Ahmed Iluoreh, Saibu Mudasiru Femi, Sijuwola Ayotunde Elijah, Sobajo Tope, Terkuma Christabel Anamuma, Ugwu Chinedu, Uwem George, Folarin Onikepe, Fred-Akintunwa Iyanuoluwa, Happi Anise Nkenjop, Happi Christian Tientcha	https://www.gisaid.org/	?	?	2022-04-20	?												no	yes	no	no	no	no	no	no	no	no	no
Nigeria/ON490-CV72/2020	betacoronavirus	EPI_ISL_487087	?	2020-05-21	Africa	Nigeria	Ondo State		Africa	Nigeria	Ondo State	genome	29896	Human	unknown	unknown	?	B.1.1.10	GR	Nigeria Centre for Disease Control (NCDC)	African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), Redeemer's University, Ede, Osun State, Nigeria	Oluniyi P.E., Ajogbasile F.V., Kayode A., Oguzie J., Olawoye I., Uwanibe J., Olumade T., Folarin O.A., Ihekweazu C., Happi C.T.	https://www.gisaid.org/	?	?	2020-07-13	?												no	yes	no	no	no	no	no	no	no	no	no
BurkinaFaso/CV1719/2020	betacoronavirus	EPI_ISL_4255008	?	2020-06-30	Africa	Burkina Faso	Ouagadougou		Africa	Burkina Faso	Ouagadougou	genome	29816	Human	unknown	unknown	?	AE.1	GR	Centre Hospitalier Universitaire de Tengandogo	Africa Centre for Excellence for Genomics of Infectious Diseases (ACEGID), Redeemer’s University	Olawoye, I.B., Oluniyi, P.E., Eromon, P.E., Oguzie, J.U., Kayode, A.T., Uwanibe, J.N., Ugwu, C.A., Akano, K.O., Ajogbasile, F.V., Abechi, P.S., Olumade, T.J., Nosamiefan, I., Folarin, O., Happi, C.T.	https://www.gisaid.org/	?	?	2021-09-17	?												no	yes	no	no	no	no	no	no	no	no	no
Egypt/NRC-6336/2020	betacoronavirus	EPI_ISL_8193852	?	2020-07-18	Africa	Egypt			Africa	Egypt		genome	29882	Human	unknown	unknown	?	C.36.3	GR	Center of Scientific Excellence for Influenza Viruses (CSEIV), National Research Centre	Center of Scientific Excellence for Influenza Viruses (CSEIV), National Research Centre	Rabeh El-Shesheny, Ahmed Kandeil, Ahmed E Kayed, Mokhtar Gomaa, Richard Webby, Ghazi Kayali, Mohamed Ahmed Ali	https://www.gisaid.org/	?	?	2021-12-30	?												yes	no	no	no	no	no	no	no	no	no	no
Thailand/CU290/2020	betacoronavirus	EPI_ISL_15592999	?	2020-07-08	Asia	Thailand			Asia	Thailand		genome	4123	Human	unknown	unknown	?	Unassigned	G	Pediatric, Center of Excellence in Clinical Virology	Pediatric, Center of Excellence in Clinical Virology	Puenpa, J., Chansaenroj, J., Yorsaeng, R., Kitphati, R., Mungaomklang, A., Kongklieng, A., Suwannakarn, K., Poovorawan, Y., Puenpa, J., Chansaenroj, J., Yorsaeng, R., Kitphati, R., Mungaomklang, A., Kongklieng, A., Suwannakarn, K., Poovorawan, Y.	https://www.gisaid.org/	?	?	2021-09-10	?												no	no	no	no	no	no	yes	no	no	no	no
Malaysia/TIDREC-64-Hu/2020	betacoronavirus	EPI_ISL_3429606	?	2020-04-05	Asia	Malaysia	Selangor		Asia	Malaysia	Selangor	genome	29836	Human	unknown	unknown	?	B.1.250	G	Tropical Infectious Diseases Research and Education Centre (TIDREC), Universiti Malaya, Kuala Lumpur, Malaysia	Tropical Infectious Diseases Research and Education Centre (TIDREC), Universiti Malaya, Kuala Lumpur, Malaysia	Kim-Kee Tan, Jia-Yi Tan, Jo-Ern Wong, Boon-Teong Teoh, Vunjia Tiong, Juraina Abd-Jamil, Siti-Sarah Nor’e, Chee-Sieng Khor, Jefree Johari, Che-Norainon Yaacob, Mulya-Mustika-Sari Zulkifli, AsmaAnati CheMatSeri, Nur-Hidayana Mahfodz, Noor Syahida Azizan, Sazaly AbuBakar	https://www.gisaid.org/	?	?	2021-08-16	?												no	no	no	no	yes	no	no	no	no	no	no
Nigeria/OS129-CV21/2020	betacoronavirus	EPI_ISL_455428	?	2020-03-29	Africa	Nigeria	Osun State		Africa	Nigeria	Osun State	genome	29689	Human	60	Male	?	Unassigned	S	Nigeria Centre for Disease Control (NCDC)	African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), Redeemer's University, Ede, Osun State, Nigeria	Oluniyi P.E., Ajogbasile F.V., Kayode A., Oguzie J., Olawoye I., Uwanibe J., Olumade T., Folarin O.A., Ihekweazu C., Happi C.T.	https://www.gisaid.org/	?	?	2020-05-29	?												no	yes	no	no	no	no	no	no	no	no	no
Georgia/Tb-5727/2020	betacoronavirus	EPI_ISL_481483	?	2020-04-25	Asia	Georgia	Tbilisi		Asia	Georgia	Tbilisi	genome	29807	Human	unknown	Female	?	B.1	GH	Department for Virology, Molecular Biology and Genome Research, R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.	Department for Virology, Molecular Biology and Genome Research, R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.	Nino Berishvili, Tata Imnadze, Giorgi Tomashvili, Ana Papkiauri, Meri Pantsulaia, Gvantsa Brachveli, Gvantsa Chanturia, Ann Machablishvili, Nato Kotaria, Marine Murtskhvaladze, Lela Sabadze, Mari Gavashelidze, Tamar Jashiashvili, Tea Tevdoradze, Ketevan Sidamonidze, Ekaterine Khmaladze, Ekaterine Zhghenti, Roena Sukhiashvili, Mariam Zakalashvili, Lela Urushadze, Magda Dgebuadze, Davit Tsaguria, Ekaterine Zangaladze, Adam Kotorashvili, Maia Alkhazashvili, Irma Burjanadze, Anna Kasradze, Khatuna Zakhashvili, Paata Imnadze, Amiran Gamkrelidze.	https://www.gisaid.org/	?	?	2020-07-03	?												no	no	no	no	no	yes	no	no	no	no	no
